id,name,slug,description,website,city,created_at,updated_at,user_id,logo_url,tags
3e18a385-67e8-492a-ac25-8318686fe515,La Grand Poste,la-grand-poste,"La Grand Poste is a renovated neo-gothic post office now serving as Liège’s creative tech hub, mixing coworking, a microbrewery and startup programs under one glass roof.",https://www.lagrandposte.be/fr/,Liège,2025-08-01 09:51:00.419555+00,2025-08-01 09:51:00.419555+00,fef3ea4e-eb70-45ff-9ea6-fcc2ad9b198f,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRpEWsZsYTOQvjCxocMo2dm5lR2GEaryl-z4g&s,[]
440aa1ae-610a-49c5-9b3c-7d9ac6bf7642,AI Community,ai-community,AI Community | Common hub Belgium,,Brussels,2025-08-01 08:54:00.741326+00,2025-08-01 08:54:00.741326+00,fef3ea4e-eb70-45ff-9ea6-fcc2ad9b198f,"https://images.lumacdn.com/cdn-cgi/image/format=auto,fit=cover,dpr=2,background=white,quality=75,width=300,height=300/event-covers/92/d7ac19aa-e8fa-457e-8f22-882a0c03d30e.png",[]
4973e119-cc78-4d43-9db4-51fe75cfb376,A6K,a6k,"The next era of industry starts here.
A6K is a unique and stimulating ecosystem at the heart of Europe that brings together industry leaders, emerging start-ups, universities, institutional players & research centers in one single hub in order to boost innovation in the field of engineering. If you want to shape the future of technology with us.",https://a6k.be,Liège,2025-08-12 21:06:18.575775+00,2025-08-12 21:06:18.575775+00,fef3ea4e-eb70-45ff-9ea6-fcc2ad9b198f,https://images.ctfassets.net/myqv2p4gx62v/1pqoiUfnV3NoQe1RQEUzy8/77773ade28dcbea2379fc90c6017681e/Logo-A6K.png,[]
60461584-0e43-4783-9d4d-c2810c230619,First Movers,first-movers,"FirstMovers is Belgium’s premier community for early-stage startup builders and operators. It’s a fast-paced network where young entrepreneurs and professionals share insights, tools, and support to scale ventures. Join to connect with peers navigating the real startup rollercoaster—from chaos to traction.",https://first-movers.be/,Brussels,2025-08-01 09:44:33.34894+00,2025-08-01 09:44:33.34894+00,fef3ea4e-eb70-45ff-9ea6-fcc2ad9b198f,https://www.first-movers.be/lovable-uploads/38ed989c-e759-485c-a081-df2b7103ded5.png,[]
65d87218-d1c1-443e-823f-40e10b481323,HSBXL,hsbxl,"Hackerspace Brussels (HSBXL) is a 170 m² community workshop in Molenbeek’s LionCity, mixing hardware tinkerers, coders and artists under one roof. Tuesday “TechTuesdays”, open-coworking Fridays and frequent hackathons let visitors dive into a 9 000-component electronics lab, heavy-duty tools and dual 3D printers. Drop by Rue Osseghem 53 to hack, learn and share at the capital’s original hackerspace.
",https://hsbxl.be/,Brussels,2025-08-01 09:34:17.064047+00,2025-08-01 09:34:17.064047+00,fef3ea4e-eb70-45ff-9ea6-fcc2ad9b198f,https://files.mastodon.online/accounts/avatars/109/268/010/999/360/628/original/91fbe1c9b4e0e617.png,[]
74b01eff-715c-4a06-a90d-53c201dfe2fd,Cercle Du Lac,cercle-du-lac,"Cercle du Lac is a business club and event venue located in Louvain-la-Neuve, at the heart of Wallonia, Belgium. It offers exceptional spaces for conferences, networking activities, debates, and professional gatherings. The club is known for hosting prominent speakers—such as CEOs, judges, and industry leaders—and for its active community of professionals who value high-quality networking, learning opportunities, and building trusted relationships within the Brabant Wallon region.",https://www.cercledulac.be/,Leuven,2025-08-21 16:46:51.468329+00,2025-08-21 16:46:51.468329+00,fef3ea4e-eb70-45ff-9ea6-fcc2ad9b198f,https://www.cercledulac.be/web/image/website/1/logo/Cercle%20du%20Lac?unique=a2daa83,"[""business club"",""networking"",""conferences"",""professional events"",""business partnerships"",""executive networking"",""seminars"",""professional networking"",""Belgian business"",""leadership"",""corporate events"",""business community"",""entrepreneurship"",""Wallonia"",""Louvain-la-Neuve""]"
7cbfc2d7-94f4-454c-9655-2c4942fc324c,The Beacon,the-beacon,"The Beacon is Antwerp’s 9 000 m² digital-innovation hub where AI, IoT, data and drone pioneers team up with the city, port and university to tackle smart-city, logistics and industrial challenges. ",https://www.thebeacon.eu/,Antwerp,2025-08-01 09:27:50.589193+00,2025-08-01 09:27:50.589193+00,fef3ea4e-eb70-45ff-9ea6-fcc2ad9b198f,https://eu.thebeacon.filebuddy.be/static/base/images/meta_image.jpg,"[""Coworking""]"
84e0f85e-c1ba-4c28-84d8-33864d219fdb,iMagineLab,imaginelab,"iMagineLab is the University of Antwerp’s student-run tech club on Campus Groenenborger, where engineering minds turn raw ideas into working prototypes. Weekly build nights and hackathons unlock 3D printers, modular drones, VR rigs and a full electronics lab. Join to prototype, upskill and network with future-proof peers long before you graduate.
",https://imaginelab.club/,Antwerp,2025-08-01 09:33:25.58687+00,2025-08-01 09:33:25.58687+00,fef3ea4e-eb70-45ff-9ea6-fcc2ad9b198f,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ5ie46-SZF0qLuSrN3G-eozM_iWfZ1HdxLPg&s,"[""Hackerspace"",""Makerspace""]"
877fef25-1ea0-43ae-82af-6ad4eaea99cb,Open AI,open-ai,Exactly what you think it is,https://events.openai.com/hacktivateai/home,Brussels,2025-08-12 21:29:45.864421+00,2025-08-12 21:29:45.864421+00,fef3ea4e-eb70-45ff-9ea6-fcc2ad9b198f,https://assets.swoogo.com/uploads/5328380-681e53305ecf3.svg,"[""AI"",""Policy"",""Cutting-edge""]"
89c97008-ce5e-4db8-8c3c-cd496195f1be,BeCode,becode,"
Enabling tomorrow's digital talents to blossom.

We make tech jobs accessible to all. No matter if you have experience or not, we support, advise, train you to become the tech talent of tomorrow and we help companies to reskill / upskill their team and hire our talents. 

So, trust the magic of new beginnings & deep dive into a world full of opportunities!
",https://becode.org/,Brussels,2025-08-21 16:47:02.811572+00,2025-08-21 16:47:02.811572+00,fef3ea4e-eb70-45ff-9ea6-fcc2ad9b198f,https://becode.org/wp-content/uploads/2023/01/becode-logo.png,[]
93bb9ffe-54b1-4637-ae24-699c70e42708,sustAIn.brussels,sustainbrussels,"sustAIn.brussels
Kantersteen 16
1000 Brussel


Avez-vous l'ambition de faire passer votre organisation à la vitesse de l'innovation numérique et durable ?


Appliquer avec succès les technologies digitales pour assurer l'avenir de votre organisation n'est pas
une évidence. SustAIn.Brussels sert de point d'accès unique à l'innovation durable et numérique à Bruxelles, en mettant l'accent sur l'IA et d'autres technologies émergentes.

Nous sommes un Hub européen d'innovation numérique (European Digital Innovation Hub) à
Bruxelles, créé avec le soutien de la Commission européenne, d'Innoviris et de hub.brussels. La
coordination est assurée par Sirris, Agoria, BeCentral, la VUB et l'ULB.

Nous vous accompagnons dans votre démarche d'innovation durable et numérique.



SPREEK MET EEN EXPERT


 
Nous vous aidons à :

    Comment choisir et tester des solutions technologiques ?

    Quelles compétences devez-vous acquérir ?

    Quels types d'investissements sont nécessaires et où les trouver ?

    Comment mettre en place des partenariats locaux et internationaux avec des acteurs publics et privés ?

    Comment faire tout cela de manière durable et impactante pour la société et l'environnement ?

    SustAIn.brussels vous donne accès à sa vaste expertise et à son réseau de partenaires.​ ",https://www.sustain.brussels,Brussels,2025-08-12 20:48:35.535748+00,2025-08-12 20:48:35.535748+00,fef3ea4e-eb70-45ff-9ea6-fcc2ad9b198f,https://www.sustain.brussels/web/image/website/1/logo/sustAIn.brussels?unique=835968e,[]
94e9d002-287c-40f3-a7db-734b77ee536f,Data Science Leuven,data-science-leuven,"Data Science Leuven is a meetup that unites local ML engineers, researchers and business folk for hands-on talks and after-work beers.
",https://www.meetup.com/data-science-leuven/,Leuven,2025-08-01 09:50:17.429927+00,2025-08-01 09:50:17.429927+00,fef3ea4e-eb70-45ff-9ea6-fcc2ad9b198f,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS2XJrFfn32zSDULHYFRqMbm5SceMmCobqJQQ&s,[]
9b6fd8db-51cf-4d78-baf3-1998964ed3a3,SuperNova,supernova,"SuperNova is Antwerp’s flagship tech and innovation festival, turning Waagnatie into a two-day arena where 8 700 innovators, 300 investors and 200+ startups collide over keynote stages, demo zones and curated matchmaking.",https://supernovafest.eu/en/,Antwerp,2025-08-01 09:51:42.23442+00,2025-08-01 09:51:42.23442+00,fef3ea4e-eb70-45ff-9ea6-fcc2ad9b198f,https://supernovafest.eu/hs-fs/hubfs/SuperNova%20Brand%20Assets/SuperNova%202025/Website%20Assets/Brand%20Box/Main%20Logo.png?width=1080&height=960&name=Main%20Logo.png,[]
9c3dde55-91b7-45d7-ab1a-c52e2b2f0f47,Café Numérique Liège,caf-numrique-lige,"Cafe-Numérique-Liège_logo

Café Numérique Liège : votre rendez-vous Tech tous les premiers lundi du mois, alliant conférences inspirantes, innovation et networking, au cœur de La Grand Poste.
",https://cafenumerique.org/,Liège,2025-08-12 21:16:04.671662+00,2025-08-12 21:16:04.671662+00,fef3ea4e-eb70-45ff-9ea6-fcc2ad9b198f,https://cdn.cmsfly.com/6598234a6274e00012a85753/cafen-3lwbuw.svg,"[""FR"",""digital"",""networking""]"
a752576e-b315-43af-a3e5-c7d31a9c7ff7,FuckUp Nights Flanders - Powered by Pulse,fuck-up-nights-flanders---powered-by-pulse,"Fuckup Nights is a global movement and event series that shares stories of professional failure. Each month, in events across the globe, we get three to four people to get up in front of a room full of strangers to share their own professional fuckup. The stories of the business that crashes and burns, the partnership deal that goes sour, the product that has to be recalled, we tell them all.",https://www.fuckupnights.com/city/flanders,Ghent,2025-08-12 18:25:28.66968+00,2025-08-12 18:25:45.59287+00,fef3ea4e-eb70-45ff-9ea6-fcc2ad9b198f,https://cdn.prod.website-files.com/6272d152ce88bb6041159bb7/628d8c935ed89e2d431964a1_Artboard%2069.svg,"[""Entrepreneurship"",""Story-telling"",""NL""]"
b8562e68-3248-4741-ba44-0657f107e0a0,NerdLab,nerdlab,"Nerdlab is a non-profit makerspace and art-tech collective based in Ghent that exists for one blunt purpose: give young people the creative, technical and social firepower they’ll need to shape a tech-saturated future. 

Currently located in Buurtcentrum Lousberg, Tarbotstraat 61C, 9000 Gent (a few streets south-east of Dampoort)

They organize events on a weekly basis, check out their website to learn more!",https://nerdlab.be/,Ghent,2025-08-01 09:18:03.779578+00,2025-08-01 09:18:03.779578+00,fef3ea4e-eb70-45ff-9ea6-fcc2ad9b198f,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS-9hTPJIN9vmU5fUS_2Gqu_B5rsEq7nvRu4Q&s,"[""Art"",""Tech"",""Makerspace""]"
c22fb912-aa2a-4d10-99b5-a0c815267115,GDG Leuven,gdg-leuven,"GDG KU Leuven is the on-campus Google Developer Group that turns curious minds into capable builders with Android, Firebase, TensorFlow and Google Cloud. Fast-paced talks, codelabs and hackathons swap theory for hands-on problem-solving in a no-pitch, community-first atmosphere.",https://www.linkedin.com/company/gdg-kul/posts/?feedView=all,Leuven,2025-08-01 09:43:14.200004+00,2025-08-01 09:43:14.200004+00,fef3ea4e-eb70-45ff-9ea6-fcc2ad9b198f,https://media.licdn.com/dms/image/v2/D4D0BAQEkX2kVwmFUwA/company-logo_200_200/B4DZYf9KU.HIAM-/0/1744292849345?e=2147483647&v=beta&t=D0Q_ztmk-2mYWLTA1HdybN9vtqHE7cIjF4nwaCCmaEM,[]
c9130d5c-8f46-4961-837f-fb0ad0bd4208,Women in Data Science / Belgium,women-in-data-science--belgium," The mission of Women in Data Science (WiDS) Belgium is to increase participation of women in data science and to feature outstanding women doing outstanding work.

Women in Data Science Belgium (WiDS Belgium) is part of the global Women in Data Science initiative-launched at Stanford University in 2015-to cultivate the next generation of Data Science and AI leaders by providing resources for upskilling, networking, mentorship, and growth opportunities-especially for women. Locally, we strive to increase the participation of women in data science and to showcase outstanding work by women researchers, engineers, and leaders in Belgium.

Each year, WiDS Belgium brings together leading voices from academia and industry, for a one-day conference featuring talks, posters, mentorship and networking sessions-all designed to inspire and equip you to advance your career and impact. Mark your calendar: the next WiDS Belgium Conference will take place on 26 September 2025, and ticket reservations are now open!",https://www.womenindatascience.be/,Antwerp,2025-08-12 21:28:12.06284+00,2025-08-12 21:28:51.844143+00,fef3ea4e-eb70-45ff-9ea6-fcc2ad9b198f,https://www.womenindatascience.be/wp-content/uploads/2023/11/WiDS-line1-3-scaled.jpg,"[""Women"",""Jobs"",""Community"",""Mentorship""]"
cf48ecf6-7dd3-4e09-80af-310d5caf139a,BECI - Brussels,beci---brussels,"Beci, the voice of business in Brussels
Formerly the Brussels Chamber of Commerce, BECI is an unmissable institution in weaving international partnerships with public and private actors.
They serve both Brussels-based companies looking to go international, or foreign entrepreneurs opening shop in Brussels.",https://www.beci.be,Brussels,2025-08-12 18:30:41.061077+00,2025-08-12 18:30:41.061077+00,fef3ea4e-eb70-45ff-9ea6-fcc2ad9b198f,https://www.beci.be/web/image/website/1/logo/Beci?unique=06bed02,"[""Entrepreneurship"",""Foreign Investment""]"
e3377c6d-866b-4e24-8afe-e86a324e73b9,Wintercircus Collective,wintercircus-collective,"Wintercircus is Ghent’s 15 000 m² reborn circus where entrepreneurs, artists and researchers meet every day to turn bold ideas into real-world impact. A membership badge unlocks 24/7 work zones, on-site wellness, food & bars, and a 750-seat arena that doubles as the city’s public tech stage. Join us and prototype a saner tech future right where culture, policy and deep-tech intersect.",https://www.wintercircus.be/en,Ghent,2025-08-01 09:26:32.928075+00,2025-08-01 09:26:32.928075+00,fef3ea4e-eb70-45ff-9ea6-fcc2ad9b198f,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRYMyJ-N_EssDPu7p-4jHM14y6yTxjbx7PT8g&s,"[""Coworking""]"
e6103fa1-bf46-433d-b968-5c59f8bfa42d,KU Leuven,ku-leuven,"KU Leuven is Belgium’s largest and highest-ranked university, counting more than 65 000 students and 7 400 PhD researchers across Leuven and campuses throughout Flanders. Rooted in a 1425 charter yet ranked 43rd globally, it combines six centuries of academic heritage with leading-edge research in AI, health, energy and beyond. Plug into its labs, funding networks and talent pipeline to translate breakthrough science into world-changing solutions.
",https://www.kuleuven.be/kuleuven,Leuven,2025-08-01 09:41:00.026606+00,2025-08-01 09:41:00.026606+00,fef3ea4e-eb70-45ff-9ea6-fcc2ad9b198f,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/KU_Leuven_logo.svg/1200px-KU_Leuven_logo.svg.png,[]
